Customer_ID,Name,Age,Gender,City,Income,customer_id,transaction_id,product_id,amount,payment_mode,date,Income_missing,signup_date,days_since_signup,Gender_Label,Education,Education_Encoded,Income_Standard,Income_MinMax,Income_MaxAbs,Income_Robust,purchase_per_day,Income_Log,Income_Power,Income_Bin,frequent_buyer
CUST100014,Aniruddh Bobal,56.0,Other,Pune,74082.32,115,,,,,,0,2023-01-01,1227,2,School,0.0,-0.900676103858767,0.24472591998745866,0.29997094600265933,-0.5590693527247689,,11.212945684730522,-0.8683273959134928,Low,0
CUST100015,Sara Bail,18.0,Other,Delhi,41214.76,116,,,,,,0,2023-01-01,1227,2,PhD,3.0,-1.413730286274148,0.10113710946437762,0.16688503473531285,-0.8775451598960742,,10.626575986465705,-1.4682008509244355,Low,0
CUST100016,Jhanvi Upadhyay,28.0,Other,Rajkot,134305.19,117,,,,,,0,2023-01-01,1227,2,PhD,3.0,0.03938745213862924,0.5078221239522841,0.5438228027600499,0.02447037865238804,,11.80787747229058,0.09746130282400102,High,0
CUST100017,Mamooty Desai,58.0,Other,Rajkot,102869.76,118,,,,,,0,2023-01-01,1227,2,PhD,3.0,-0.4513115482595125,0.37048987288218405,0.4165358107341471,-0.2801285615496552,,11.541228722063178,-0.39111489444295405,Medium,0
CUST100018,Renee Koshy,52.0,Other,Ahmedabad,41288.92,119,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,-1.4125726676931545,0.10146109293587327,0.16718532021983273,-0.876826573975494,,10.628373681363122,-1.466749954615802,Low,0
CUST100019,Damini Kadakia,69.0,Male,Surat,35128.56,120,,,,,,0,2023-01-01,1227,1,Master,2.0,-1.5087343074128179,0.07454827175918818,0.14224105528702632,-0.9365184289067948,,10.46679822027395,-1.5893460830757367,Low,0
CUST100020,Jayant Soni,70.0,Other,Rajkot,170041.44,121,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,0.5972211497523755,0.6639434067629172,0.6885244902758773,0.3707428449999222,,12.04380333193458,0.6233125493188378,High,0
CUST100021,Hansh Choudhary,28.0,Other,Vadodara,233294.67,122,,,,,,0,2023-01-01,1227,2,Master,2.0,1.5845878481863958,0.9402783722256065,0.9446467504969907,0.9836457644877767,,12.36006189804303,1.4989028453630913,Very High,0
CUST100022,Ivan Shere,63.0,Other,Chennai,226409.31,123,,,,,,0,2023-01-01,1227,2,Master,2.0,1.4771091443995743,0.9101982369060633,0.9167668467254987,0.9169288988711923,,12.33010416314356,1.406380618994597,Very High,0
CUST100023,Inaaya  Acharya,25.0,Female,Pune,69076.96,124,,,,,,0,2023-01-01,1227,0,School,0.0,-0.9788084897886824,0.22285895789353358,0.27970345742665537,-0.6075696389091697,,11.142991000845992,-0.9551396084064749,Low,0
CUST100024,Shanaya Krishnan,18.0,Male,Ahmedabad,217014.32,125,,,,,,0,2023-01-01,1227,1,Master,2.0,1.3304557599301865,0.8691542580108779,0.8787250570247237,0.8258945469565282,,12.28772322910894,1.2791344178432382,Very High,0
CUST100025,Samiha Shanker,50.0,Female,Rajkot,131779.78109775498,126,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100026,Ryan Kunda,54.0,Female,Vadodara,37166.56,127,,,,,,0,2023-01-01,1227,0,School,0.0,-1.4769216500764488,0.08345170103249108,0.15049323729149675,-0.9167708816287151,,10.523191616799783,-1.5483037940744617,Low,0
CUST100027,Faiyaz Yadav,40.0,Other,Surat,29243.98,128,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,-1.6005910920587698,0.04884025319535468,0.11841346687688571,-0.9935380666701128,,10.283463213999307,-1.7109404115087365,Low,0
CUST100028,Ranbir Keer,69.0,Male,Rajkot,114142.19,129,,,,,,0,2023-01-01,1227,1,Bachelor,1.0,-0.2753518068766834,0.41973584110753137,0.46217964978844184,-0.17090243575777897,,11.645208991834028,-0.2125976221963354,Medium,0
CUST100029,Vardaniya Kapur,47.0,Male,Pune,38008.55,130,,,,,,0,2023-01-01,1227,1,PhD,3.0,-1.4637784021124403,0.08713011046027733,0.15390258700982065,-0.9086122764605746,,10.545592722923473,-1.531492110761051,Low,0
CUST100030,Sara Basak,18.0,Male,Chennai,128119.23,131,,,,,,0,2023-01-01,1227,1,School,0.0,-0.0571737970156814,0.4807974638210374,0.5187748794075602,-0.03546953182862758,,11.76072439891349,0.003493064909035389,Medium,0
CUST100031,Krish Devi,21.0,Female,Chennai,82033.57,132,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-0.7765591305291283,0.27946261871628575,0.3321668057490016,-0.4820243648470304,,11.314896022770103,-0.7330023280001936,Medium,0
CUST100032,Mohanlal Kade,60.0,Female,Ahmedabad,151107.37,133,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,0.3016651728667899,0.5812259616693126,0.6118574678394771,0.18727795663315572,,11.925752540505606,0.3480837943527709,High,0
CUST100033,Prerak Dass,21.0,Other,Pune,51996.69,134,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,-1.2454271240981343,0.14824022584548785,0.2105427622718486,-0.773071817195414,,10.858954573499908,-1.2626911487624035,Low,0
CUST100034,Aayush Raj,23.0,Male,Vadodara,131779.78109775498,135,,,,,,0,2023-01-01,1227,1,Master,2.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100035,Chirag Lalla,43.597030752916226,Other,Hyderabad,147828.33,136,,,,,,0,2023-01-01,1227,2,PhD,3.0,0.2504801994064133,0.5669007895769028,0.5985801200083002,0.15550514140905636,,11.903813711651894,0.29967329277799715,High,0
CUST100036,Divit Gala,34.0,Female,Bangalore,45756.4,137,,,,,,0,2023-01-01,1227,0,Master,2.0,-1.3428364506190222,0.12097821374543913,0.18527484821852339,-0.83353816744268,,10.731108806257648,-1.3803545664533343,Low,0
CUST100037,Jayant Zacharia,47.0,Male,Hyderabad,246964.98440000002,138,,,,,,0,2023-01-01,1227,1,Bachelor,1.0,1.797977950093967,1.0,1.0,1.1161065985997558,,12.417005891146779,1.6808538121728709,Very High,0
CUST100038,Emir Rege,22.0,Female,Delhi,222003.08,139,,,,,,0,2023-01-01,1227,0,School,0.0,1.4083290241173225,0.8909486995327044,0.8989253295942142,0.8742339846204106,,12.310451039063915,1.3468491985400561,Very High,0
CUST100039,Aradhya Bala,41.0,Other,Hyderabad,246205.53,140,,,,,,0,2023-01-01,1227,2,Master,2.0,1.786123061678953,0.9966821646041713,0.9969248498857233,1.1087477361514997,,12.413926015532667,1.6708043617418928,Very High,0
CUST100040,Diya Wagle,18.0,Other,Rajkot,77149.49,141,,,,,,0,2023-01-01,1227,2,Master,2.0,-0.8527983667624025,0.25812549366959625,0.3123903989362469,-0.5293494878646572,,11.25351320903491,-0.815767140343436,Low,0
CUST100041,Tiya Dugal,65.0,Female,Delhi,62845.37,142,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-1.0760820115407648,0.19563495356319913,0.25447077103939436,-0.6679516890282122,,11.048448455787174,-1.0651738775823496,Low,0
CUST100042,Lakshay Lad,50.0,Male,Bangalore,209896.8,143,,,,,,0,2023-01-01,1227,1,Bachelor,1.0,1.219353098082908,0.8380598831721542,0.8499051009597293,0.7569281275734674,,12.25437602457228,1.1819317003670908,Very High,0
CUST100043,Mishti Sidhu,18.0,Other,Rajkot,189189.26,144,,,,,,0,2023-01-01,1227,2,Master,2.0,0.89611370931983,0.7475946634400196,0.7660570200250623,0.5562789003101084,,12.150508454359345,0.8949022595634131,Very High,0
CUST100044,Tarini Hora,63.0,Male,Rajkot,143213.72,145,,,,,,0,2023-01-01,1227,1,Master,2.0,0.17844732076510758,0.5467409005882492,0.5798948395374223,0.1107910937422757,,11.872100321521902,0.23114464588443137,High,0
CUST100045,Badal Shankar,55.0,Male,Delhi,226260.65,146,,,,,,0,2023-01-01,1227,1,PhD,3.0,1.474788599924783,0.9095487846019567,0.9161648990430725,0.9154884325422623,,12.329447351949227,1.4043762679733787,Very High,0
CUST100046,Nayantara Bala,40.0,Other,Pune,222771.65,147,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,1.4203262047105576,0.8943063583337753,0.9020373902042123,0.881681174223705,,12.313907023665323,1.3572516180280207,Very High,0
CUST100047,Shayak Sur,57.0,Male,Rajkot,222132.81,148,,,,,,0,2023-01-01,1227,1,School,0.0,1.4103540761468845,0.8915154521723637,0.8994506267342731,0.8754910254979305,,12.311035227022701,1.3486056162940496,Very High,0
CUST100048,Veer Raval,29.0,Female,Vadodara,77699.34,149,,,,,,0,2023-01-01,1227,0,School,0.0,-0.8442153492764348,0.26052762840263133,0.31461682792307616,-0.5240216228642391,,11.26061491215054,-0.8063934360384619,Low,0
CUST100049,Akarsh Sur,42.0,Male,Chennai,97169.73,150,,,,,,0,2023-01-01,1227,1,School,0.0,-0.54028755473499,0.3455880995943015,0.3934554942518401,-0.33535997073094687,,11.484224813412037,-0.48299857737882973,Medium,0
CUST100050,Bhavin Kunda,32.0,Female,Surat,242218.94,151,,,,,,0,2023-01-01,1227,0,Master,2.0,1.7238934141762077,0.9792659123437903,0.9807825210058402,1.0701189949820593,,12.397601435366317,1.6179401327223413,Very High,0
CUST100051,Badal Ganguly,40.0,Other,Ahmedabad,42105.31,152,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,-1.3998290291637934,0.10502766340909786,0.17049101151847337,-0.8689160243570684,,10.647952889674556,-1.4508151608629494,Low,0
CUST100052,Nitya Agate,43.597030752916226,Female,Hyderabad,117122.48,153,,,,,,0,2023-01-01,1227,0,PhD,3.0,-0.22883024429915308,0.43275586133762545,0.4742473119602294,-0.14202440941951208,,11.670984041868467,-0.16605717295891326,Medium,0
CUST100053,Lavanya Borra,43.597030752916226,Male,Hyderabad,59668.51,154,,,,,,0,2023-01-01,1227,1,Bachelor,1.0,-1.1256719814061311,0.18175617617302,0.24160716607240618,-0.6987344137808323,,10.99657644865067,-1.1221803986074261,Low,0
CUST100054,Nirvaan Dar,63.0,Female,Surat,237985.5,155,,,,,,0,2023-01-01,1227,0,PhD,3.0,1.6578105014803894,0.9607712442266305,0.9636406577158474,1.0290983587951537,,12.379969228355744,1.5615937477409025,Very High,0
CUST100055,Madhup Savant,57.0,Male,Mumbai,134173.79,156,,,,,,0,2023-01-01,1227,1,School,0.0,0.037336331837354124,0.5072480755683234,0.5432907435277695,0.023197156026117407,,11.806898631923627,0.09547524376049371,High,0
CUST100056,Amani Mann,38.0,Other,Bangalore,171258.42,157,,,,,,0,2023-01-01,1227,2,PhD,3.0,0.616217895446789,0.6692600384395729,0.6934522333847097,0.3825349794878896,,12.050934761910895,0.6407661943642388,High,0
CUST100057,Farhan Badami,61.0,Female,Ahmedabad,86410.61,158,,,,,,0,2023-01-01,1227,0,School,0.0,-0.7082346586608358,0.2985846334691894,0.349890127986905,-0.43961229206094316,,11.366877320764635,-0.6597422714206844,Medium,0
CUST100058,Ojas Arya,43.597030752916226,Female,Chennai,173772.4,159,,,,,,0,2023-01-01,1227,0,School,0.0,0.6554604785137587,0.6802428859000723,0.703631733147025,0.40689461585008113,,12.065507430617998,0.6767355480905827,High,0
CUST100059,Saira Banerjee,48.0,Female,Hyderabad,93769.24,160,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.5933683315484095,0.33073234777409855,0.3796863763007206,-0.368309596365705,,11.448602813864378,-0.5383738131028576,Medium,0
CUST100060,Inaaya  Kade,61.0,Male,Ahmedabad,72538.0,161,,,,,,0,2023-01-01,1227,1,School,0.0,-0.924782543003861,0.23797923505352972,0.2937177518352678,-0.5740333037613164,,11.191879627244216,-0.8949709657386902,Low,0
CUST100061,Chirag Bhatti,57.0,Other,Bangalore,131178.63,162,,,,,,0,2023-01-01,1227,2,Master,2.0,-0.009417347626629657,0.49416309263298186,0.5311628703911112,-0.005824955703722228,,11.784322884291836,0.05008820377889257,Medium,0
CUST100062,Elakshi Chanda,27.0,Male,Vadodara,56333.37,163,,,,,,0,2023-01-01,1227,1,School,0.0,-1.1777326614791528,0.16718591949659048,0.2281026605324702,-0.7310508194869241,,10.939060107434644,-1.1827467079771656,Low,0
CUST100063,Biju Maharaj,47.0,Male,Chennai,171880.77,164,,,,,,0,2023-01-01,1227,1,PhD,3.0,0.6259326193394722,0.6719789045868937,0.6959722262554074,0.38856534555683586,,12.054562135718152,0.6496813045393499,High,0
CUST100064,Drishya Lalla,56.0,Female,Pune,115284.08,165,,,,,,0,2023-01-01,1227,0,School,0.0,-0.25752719682475683,0.4247244264131701,0.46680334169672677,-0.15983789858340883,,11.6551632963229,-0.19473473569722893,Medium,0
CUST100065,Aayush Sachdeva,46.0,Female,Vadodara,212367.78,166,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,1.257924462177619,0.8488548761386635,0.859910486970233,0.7808711081294976,,12.266079570728975,1.2157579373714889,Very High,0
CUST100066,Anay Sood,67.0,Male,Surat,182683.04,167,,,,,,0,2023-01-01,1227,1,School,0.0,0.7945532836991086,0.7191708805123705,0.7397123136457072,0.49323577614348063,,12.115513382228473,0.8033247606141818,High,0
CUST100067,Tiya Vig,35.0,Other,Rajkot,69346.45,168,,,,,,0,2023-01-01,1227,2,Master,2.0,-0.9746018200018435,0.22403628132575257,0.28079466475167236,-0.6049583697649256,,11.146884655059734,-0.9504313549264664,Low,0
CUST100068,Navya Barman,63.0,Female,Chennai,112706.95,169,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.2977555351963352,0.4134656949690547,0.4563681376686694,-0.18480943760046356,,11.632555238799933,-0.23510501246831797,Medium,0
CUST100069,Amani Rattan,44.0,Other,Ahmedabad,131779.78109775498,170,,,,,,0,2023-01-01,1227,2,School,0.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100070,Tushar Sama,42.0,Other,Bangalore,215560.27,171,,,,,,0,2023-01-01,1227,2,PhD,3.0,1.30775841233453,0.8628019364530535,0.8728373802614261,0.8118052824228226,,12.281000463661178,1.2593341001817788,Very High,0
CUST100071,Fateh Gala,52.0,Male,Mumbai,117421.45,172,,,,,,0,2023-01-01,1227,1,PhD,3.0,-0.22416339927272802,0.43406197431595683,0.4754578884341629,-0.13912748880629938,,11.673533394670471,-0.16140282178541163,Medium,0
CUST100072,Hridaan Jha,42.0,Female,Chennai,131779.78109775498,173,,,,,,0,2023-01-01,1227,0,PhD,3.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100073,Parinaaz Karan,52.0,Other,Ahmedabad,34727.65,174,,,,,,0,2023-01-01,1227,2,Master,2.0,-1.514992409695803,0.07279681256882517,0.14061770774658855,-0.9404031144707079,,10.45532027368978,-1.5974803614821464,Low,0
CUST100074,Aradhya Sur,26.0,Female,Vadodara,121854.34,175,,,,,,0,2023-01-01,1227,0,School,0.0,-0.15496712322767572,0.4534279814755896,0.49340735609157066,-0.09617424795569753,,11.710589882467323,-0.09269155640454262,Medium,0
CUST100075,Saksham Batta,66.0,Female,Surat,125522.11,176,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-0.09771417416064233,0.4694514018807624,0.5082587327306956,-0.06063476734719784,,11.74024516402795,-0.036252677816187906,Medium,0
CUST100076,Kanav Dugar,21.0,Male,Ahmedabad,192244.8,177,,,,,,0,2023-01-01,1227,1,Master,2.0,0.9438099050988135,0.7609434290345964,0.7784293812625203,0.5858860743091581,,12.166530040575285,0.9376715468222098,Very High,0
CUST100077,Arnav Vohra,30.0,Male,Surat,147532.85,178,,,,,,0,2023-01-01,1227,1,School,0.0,0.24586783238494633,0.5656099233935489,0.5973836750923626,0.1526420377438323,,11.901812919958283,0.2952994694862891,High,0
CUST100078,Pihu Ghose,47.0,Male,Surat,197781.09,179,,,,,,0,2023-01-01,1227,1,PhD,3.0,1.0302299721669028,0.7851298698842011,0.8008466887745564,0.6395308969392659,,12.194921148065145,1.014788490059133,Very High,0
CUST100079,Zain Goswami,37.0,Female,Bangalore,108213.79,180,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-0.36789261048459804,0.39383638570819424,0.438174627317734,-0.2283466748565855,,11.591873327365496,-0.3059770481386264,Medium,0
CUST100080,Eshani Ramachandran,43.597030752916226,Other,Mumbai,131779.78109775498,181,,,,,,0,2023-01-01,1227,2,PhD,3.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100081,Aaryahi Sanghvi,69.0,Other,Delhi,140195.13,182,,,,,,0,2023-01-01,1227,2,Master,2.0,0.13132790500996044,0.533553558797229,0.5676720946518117,0.0815419530464276,,11.850797649777965,0.18605644098525984,High,0
CUST100082,Tiya Bhargava,22.0,Male,Chennai,39801.63,183,,,,,,0,2023-01-01,1227,1,PhD,3.0,-1.4357888831641104,0.0949635554854853,0.16116304947722782,-0.8912379231370323,,10.591688269491325,-1.4959584839875197,Low,0
CUST100083,Navya Vohra,58.0,Female,Pune,241886.33,184,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,1.7187014573770663,0.9778128359892302,0.9794357308897915,1.0668961138730493,,12.3962273182111,1.6135209900669913,Very High,0
CUST100084,Advika Ganesan,57.0,Female,Hyderabad,78072.95,185,,,,,,0,2023-01-01,1227,0,School,0.0,-0.8383833929921165,0.26215982183285635,0.31612963347689865,-0.5204014652888891,,11.265411733453737,-0.8000325057525766,Low,0
CUST100085,Darshit Behl,23.0,Male,Hyderabad,158427.95,186,,,,,,0,2023-01-01,1227,1,School,0.0,0.4159375492374849,0.6132074465905863,0.6414996457287246,0.25821196038829053,,11.973061506814462,0.45534368408030357,High,0
CUST100086,Ivana Kulkarni,39.0,Female,Vadodara,98383.87,187,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.5213351407122329,0.3508923241369355,0.39837173775473894,-0.32359535490552604,,11.496642311055437,-0.463330166116583,Medium,0
CUST100087,Raghav Kumar,39.0,Other,Pune,18064.418400000002,188,,,,,,0,2023-01-01,1227,2,Master,2.0,-1.7751011815345443,0.0,0.07314566655628287,-1.1018643283208507,,9.801754804121726,-1.9585754655415233,Low,0
CUST100088,Jiya Batta,23.0,Female,Vadodara,177293.19,189,,,,,,0,2023-01-01,1227,0,Master,2.0,0.7104191074751496,0.6956241934325317,0.7178879646875154,0.44100990877510093,,12.085565722207832,0.7269195105606844,High,0
CUST100089,Piya Ramanathan,46.0,Male,Vadodara,131779.78109775498,190,,,,,,0,2023-01-01,1227,1,Bachelor,1.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100090,Anya Ramanathan,41.0,Female,Pune,92735.95,191,,,,,,0,2023-01-01,1227,0,Bachelor,1.0,-0.6094977234517936,0.326218204283514,0.37550242284468566,-0.3783218353877693,,11.437522269761768,-0.555286878566489,Medium,0
CUST100091,Prerak Keer,35.0,Male,Delhi,43095.36,192,,,,,,0,2023-01-01,1227,1,PhD,3.0,-1.384374602571118,0.10935290391549313,0.1744998794250121,-0.8593227666619444,,10.671193817768955,-1.4315810890317116,Low,0
CUST100092,Kabir Gole,66.0,Other,Hyderabad,244502.65,193,,,,,,0,2023-01-01,1227,2,School,0.0,1.759541541598013,0.9892427771454264,0.9900296213814187,1.0922473910539057,,12.406985516210995,1.6482463791706305,Very High,0
CUST100093,Jayesh Solanki,56.0,Male,Delhi,57168.76,194,,,,,,0,2023-01-01,1227,1,Master,2.0,-1.1646924378225139,0.17083549544390378,0.23148528581446948,-0.7229561661401943,,10.953780366243258,-1.1675040563735768,Low,0
CUST100094,Jayant Venkatesh,63.0,Male,Pune,83652.11,195,,,,,,0,2023-01-01,1227,1,School,0.0,-0.7512941362184284,0.28653354924426,0.338720528350334,-0.46634124650970804,,11.334433884444719,-0.7058149522055773,Medium,0
CUST100095,Anika Wali,58.0,Male,Chennai,127497.84,196,,,,,,0,2023-01-01,1227,1,PhD,3.0,-0.06687353555456574,0.4780827916345125,0.5162587737276005,-0.04149059581445973,,11.755862545500015,-0.0060003829477187475,Medium,0
CUST100096,Bhavin Bhattacharyya,29.0,Female,Surat,109166.25,197,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.3530249541516254,0.39799740643716885,0.44203128741193315,-0.21911765185340595,,11.600636388886508,-0.2909006796327146,Medium,0
CUST100097,Gatik Bains,54.0,Other,Surat,246964.98440000002,198,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,1.797977950093967,1.0,1.0,1.1161065985997558,,12.417005891146779,1.6808538121728709,Very High,0
CUST100098,Rohan Aggarwal,53.0,Other,Pune,104388.84,199,,,,,,0,2023-01-01,1227,2,PhD,3.0,-0.4275990990413911,0.37712629159684985,0.4226868041783821,-0.26540917778165457,,11.555887631687307,-0.36681748506552303,Medium,0
CUST100099,Oorja Rastogi,43.597030752916226,Female,Ahmedabad,158263.26,200,,,,,,0,2023-01-01,1227,0,School,0.0,0.41336678057373283,0.6124879638786039,0.6408327900592858,0.2566161686506914,,11.972021446531226,0.45294276506914427,High,0
CUST100100,Nirvi Raj,66.0,Female,Rajkot,71368.32,201,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.9430409478287892,0.23286924332026335,0.28898153385342834,-0.585367116862506,,11.175623364106917,-0.9152336002553989,Low,0
CUST100101,Sumer Sinha,22.0,Female,Chennai,83445.93,202,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.7545125531416927,0.2856328087891228,0.337885673156182,-0.4683390626519036,,11.331966139917162,-0.7092718167674125,Medium,0
CUST100102,Keya Bahri,36.0,Female,Vadodara,131779.78109775498,203,,,,,,0,2023-01-01,1227,0,School,0.0,-3.353316133961038e-05,0.49678934694182875,0.533597025577991,0.0,,11.78889507173629,0.05921574757014719,Medium,0
CUST100103,Shanaya Saha,60.0,Other,Rajkot,228476.69,204,,,,,,0,2023-01-01,1227,2,Bachelor,1.0,1.5093804160011752,0.9192300188545622,0.9251379929631838,0.9369611286512495,,12.33919384778813,1.43422493257941,Very High,0
CUST100104,Tarini Gola,22.0,Female,Hyderabad,231480.24,205,,,,,,0,2023-01-01,1227,0,School,0.0,1.556265061213467,0.9323516552597775,0.9372998385272304,0.96606453671164,,12.35225411250771,1.4745800424842925,Very High,0
CUST100105,Anahi Sethi,25.0,Other,Mumbai,132610.96,206,,,,,,0,2023-01-01,1227,2,School,0.0,0.012940956339317806,0.5004205258277954,0.5369625994639586,0.008053849199521934,,11.79518254874491,0.0718209239524759,High,0
CUST100106,Saksham Boase,46.0,Female,Hyderabad,73836.46,207,,,,,,0,2023-01-01,1227,0,Master,2.0,-0.9045139154057344,0.243651829152751,0.29897542025799834,-0.5614516549690224,,11.209621469885194,-0.8725609340080438,Low,0
CUST100107,Anay Cherian,43.597030752916226,Male,Mumbai,150418.04,208,,,,,,0,2023-01-01,1227,1,Master,2.0,0.29090490835173655,0.5782144793822833,0.6090662624316551,0.1805985764735883,,11.921180278229992,0.33792602044166564,High,0
CUST100108,Jivika Mammen,48.0,Female,Hyderabad,117432.97,209,,,,,,0,2023-01-01,1227,0,PhD,3.0,-0.2239835750271367,0.43411230184550953,0.4755045347230204,-0.13901586380892766,,11.673631497162276,-0.16122353085053223,Medium,0
CUST100109,Heer Chada,23.0,Female,Surat,216567.28,210,,,,,,0,2023-01-01,1227,0,Master,2.0,1.323477580177659,0.8672012702668458,0.8769149218710051,0.8215628769196328,,12.285661157764885,1.2730500123412651,Very High,0
