Customer_ID,Name,Age,Gender,City,Income
CUST100058,Ojas Arya,,Female,Chennai,173772.4
CUST100059,Saira Banerjee,48.0,Female,Hyderabad,93769.24
CUST100060,Inaaya  Kade,61.0,Male,Ahmedabad,72538.0
CUST100061,Chirag Bhatti,57.0,Other,Bangalore,131178.63
CUST100062,Elakshi Chanda,27.0,Male,Vadodara,56333.37
CUST100063,Biju Maharaj,47.0,Male,Chennai,171880.77
CUST100064,Drishya Lalla,56.0,Female,Pune,115284.08
CUST100065,Aayush Sachdeva,46.0,Female,Vadodara,212367.78
CUST100066,Anay Sood,67.0,Male,Surat,182683.04
CUST100067,Tiya Vig,35.0,Other,Rajkot,69346.45
CUST100068,Navya Barman,63.0,Female,Chennai,112706.95
CUST100069,Amani Rattan,44.0,Other,Ahmedabad,
CUST100070,Tushar Sama,42.0,Other,Bangalore,215560.27
CUST100071,Fateh Gala,52.0,Male,Mumbai,117421.45
CUST100072,Hridaan Jha,42.0,Female,Chennai,
CUST100073,Parinaaz Karan,52.0,Other,Ahmedabad,34727.65
CUST100074,Aradhya Sur,26.0,Female,Vadodara,121854.34
CUST100075,Saksham Batta,66.0,Female,Surat,125522.11
CUST100076,Kanav Dugar,21.0,Male,Ahmedabad,192244.8
CUST100077,Arnav Vohra,30.0,Male,Surat,147532.85
CUST100078,Pihu Ghose,47.0,Male,Surat,197781.09
CUST100079,Zain Goswami,37.0,Female,Bangalore,108213.79
CUST100080,Eshani Ramachandran,,Other,Mumbai,
CUST100081,Aaryahi Sanghvi,69.0,Other,Delhi,140195.13
CUST100082,Tiya Bhargava,22.0,Male,Chennai,39801.63
CUST100083,Navya Vohra,58.0,Female,Pune,241886.33
CUST100084,Advika Ganesan,57.0,Female,Hyderabad,78072.95
CUST100085,Darshit Behl,23.0,Male,Hyderabad,158427.95
CUST100086,Ivana Kulkarni,39.0,Female,Vadodara,98383.87
CUST100087,Raghav Kumar,39.0,Other,Pune,17385.51
CUST100088,Jiya Batta,23.0,Female,Vadodara,177293.19
CUST100089,Piya Ramanathan,46.0,Male,Vadodara,
CUST100090,Anya Ramanathan,41.0,Female,Pune,92735.95
CUST100091,Prerak Keer,35.0,Male,Delhi,43095.36
CUST100092,Kabir Gole,66.0,Other,Hyderabad,244502.65
CUST100093,Jayesh Solanki,56.0,Male,Delhi,57168.76
CUST100094,Jayant Venkatesh,63.0,Male,Pune,83652.11
CUST100095,Anika Wali,58.0,Male,Chennai,127497.84
CUST100096,Bhavin Bhattacharyya,29.0,Female,Surat,109166.25
CUST100097,Gatik Bains,54.0,Other,Surat,248570.76
CUST100098,Rohan Aggarwal,53.0,Other,Pune,104388.84
CUST100099,Oorja Rastogi,,Female,Ahmedabad,158263.26
CUST100100,Nirvi Raj,66.0,Female,Rajkot,71368.32
CUST100101,Sumer Sinha,22.0,,Chennai,83445.93
CUST100102,Keya Bahri,36.0,Female,Vadodara,
CUST100103,Shanaya Saha,60.0,Other,Rajkot,228476.69
CUST100104,Tarini Gola,22.0,Female,Hyderabad,231480.24
CUST100105,Anahi Sethi,25.0,Other,Mumbai,132610.96
CUST100106,Saksham Boase,46.0,Female,Hyderabad,73836.46
CUST100107,Anay Cherian,,Male,Mumbai,150418.04
CUST100108,Jivika Mammen,48.0,Female,Hyderabad,117432.97
CUST100109,Heer Chada,23.0,Female,Surat,216567.28
CUST100110,Navya Cherian,44.0,Female,Pune,23623.83
CUST100111,Dhanuk Wali,38.0,Female,Ahmedabad,169550.19
CUST100112,Bhavin Deshmukh,47.0,Other,Chennai,161971.05
CUST100113,Aarna Jayaraman,31.0,Female,Chennai,
CUST100114,Uthkarsh Dhar,69.0,Female,Pune,110877.81
CUST100115,Advik Kaul,25.0,Other,Chennai,234173.47
CUST100116,Vanya Datta,50.0,Female,Vadodara,122344.82
CUST100117,Mahika Joshi,42.0,Other,Rajkot,218046.33
CUST100118,Alisha Dhar,67.0,Other,Ahmedabad,81467.16
CUST100119,Aaina Dada,,Female,Chennai,141566.44
CUST100120,Zain Sampath,39.0,Female,Delhi,219356.4
CUST100121,Lakshay Chaudhari,54.0,Female,Chennai,180728.55
CUST100122,Ivan Deol,42.0,Male,Hyderabad,93018.76
CUST100123,Anahita Kibe,46.0,Female,Rajkot,111344.98
CUST100124,Emir Chopra,22.0,Female,Bangalore,167711.61
CUST100125,Divij Gokhale,61.0,Female,Chennai,220010.01
CUST100126,Ishita Sathe,57.0,Other,Vadodara,190490.1
CUST100127,Shanaya Kaul,24.0,Other,Ahmedabad,25807.88
CUST100128,Diya Gopal,36.0,Male,Bangalore,147993.09
CUST100129,Jiya Jayaraman,28.0,Female,Vadodara,
CUST100130,Taran Toor,27.0,Female,Ahmedabad,226243.5
CUST100131,Shaan Gaba,36.0,Female,Hyderabad,85301.25
CUST100132,Jayesh Gandhi,62.0,Female,Bangalore,215533.83
CUST100133,Jayant Bava,33.0,Other,Mumbai,20155.81
CUST100134,Aayush Biswas,35.0,Other,Ahmedabad,228994.98
CUST100135,Anahi Swamy,36.0,Female,Vadodara,160909.42
CUST100136,Vidur Sehgal,58.0,Other,Chennai,22840.66
CUST100137,Hazel Bal,64.0,Female,Bangalore,56275.42
CUST100138,Rasha Balay,68.0,Female,Mumbai,210161.07
CUST100139,Manikya Gade,70.0,Female,Delhi,203994.65
CUST100140,Kiaan Kumar,22.0,Male,Bangalore,242308.39
CUST100141,Tara Reddy,41.0,Male,Surat,121874.72
CUST100142,Rania Bala,55.0,Female,Vadodara,
CUST100143,Suhana Gole,53.0,Male,Chennai,228706.1
CUST100144,Nirvi Upadhyay,59.0,Male,Mumbai,249042.93
CUST100145,Vaibhav Dasgupta,24.0,Male,Delhi,172564.26
CUST100146,Aaryahi Issac,,Male,Surat,
CUST100147,Fateh Sathe,44.0,Female,Chennai,238380.46
CUST100148,Nirvaan Lalla,24.0,Other,Bangalore,79832.14
CUST100149,Shray Karnik,70.0,Male,Hyderabad,243206.93
CUST100150,Dhruv Khanna,68.0,Male,Vadodara,31123.39
CUST100151,Anaya Saxena,,Male,Rajkot,
CUST100152,Shayak Mann,18.0,Male,Pune,73903.74
CUST100153,Farhan Ghose,25.0,Female,Vadodara,153380.44
CUST100154,Nishith Dar,29.0,Other,Surat,190231.34
CUST100155,Dharmajan Raman,46.0,Male,Vadodara,237172.68
CUST100156,Divit Chacko,64.0,Other,Ahmedabad,249667.89
CUST100157,Kiara Kurian,45.0,Female,Surat,90696.28
CUST100158,Pranay Maharaj,22.0,Other,Delhi,
CUST100159,Dharmajan Korpal,51.0,Other,Surat,215406.29
CUST100160,Charvi Sunder,64.0,Male,Chennai,108701.59
CUST100161,Ritvik Sidhu,38.0,Female,Rajkot,176402.94
CUST100162,Sumer Raj,22.0,Male,Delhi,205765.78
CUST100163,Tushar Viswanathan,,Other,Surat,111540.03
CUST100164,Mehul Suresh,64.0,Other,Surat,150810.85
CUST100165,Madhup Sami,27.0,Male,Pune,101376.85
CUST100166,Uthkarsh Dhingra,54.0,Other,Hyderabad,159189.72
CUST100167,Rhea Malhotra,,Other,Rajkot,79218.54
CUST100168,Riya Hayer,39.0,Female,Bangalore,31352.57
CUST100169,Taimur Mani,23.0,Female,Rajkot,101962.48
CUST100170,Uthkarsh Hans,,Male,Hyderabad,26694.19
CUST100171,Adah Swaminathan,35.0,Female,Bangalore,79194.21
CUST100172,Nishith Choudhury,25.0,Female,Hyderabad,129358.7
CUST100173,Dishani Srivastava,20.0,Other,Vadodara,85833.55
CUST100174,Adah Sangha,67.0,Female,Ahmedabad,131885.55
CUST100175,Shlok Kakar,29.0,Other,Pune,210838.24
CUST100176,Shray Bala,22.0,Male,Chennai,231473.17
CUST100177,Divyansh Wable,54.0,Other,Mumbai,42065.74
CUST100178,Rania Sant,38.0,Other,Delhi,35710.52
CUST100179,Amira Kapadia,33.0,Other,Mumbai,190264.13
CUST100180,Aarav Deep,39.0,Other,Pune,60567.37
CUST100181,Kartik Hayre,40.0,Male,Rajkot,156563.76
CUST100182,Lagan Gole,29.0,Other,Chennai,
CUST100183,Mamooty Aggarwal,,Other,Chennai,31047.27
CUST100184,Aaryahi Handa,58.0,Other,Pune,32434.8
CUST100185,Jivin Wable,46.0,Female,Surat,159526.97
CUST100186,Hrishita Kuruvilla,42.0,Other,Chennai,
CUST100187,Shalv Dada,59.0,Female,Ahmedabad,120872.93
CUST100188,Riya Shroff,63.0,Male,,117873.19
CUST100189,Armaan Yadav,51.0,Female,Mumbai,106042.89
CUST100190,Yashvi Zacharia,,Other,Surat,92477.33
CUST100191,Hunar Master,61.0,Other,Hyderabad,220220.72
CUST100192,Anika Thakkar,,Female,Bangalore,45303.64
CUST100193,Zeeshan Chandran,37.0,Female,Pune,36961.45
CUST100194,Sana Sandal,50.0,Other,Vadodara,95307.1
CUST100195,Lakshay Dua,30.0,Male,Surat,134307.08
CUST100196,Seher Bail,65.0,Female,Hyderabad,45796.52
CUST100197,Hiran Batta,27.0,Other,Rajkot,184478.0
CUST100198,Amira Sanghvi,44.0,Male,Hyderabad,81958.06
CUST100199,Keya Varkey,32.0,Female,Vadodara,
CUST100200,Vardaniya Krishnamurthy,46.0,Female,Bangalore,242073.02
CUST100201,Dhanuk Bawa,,Female,Chennai,220417.48
CUST100202,Tejas Sidhu,24.0,Female,Rajkot,79105.96
CUST100203,Tejas Agarwal,27.0,Male,Delhi,233660.9
CUST100204,Saira Karan,21.0,Male,Surat,103104.48
CUST100205,Jivin Madan,38.0,Other,Rajkot,47335.9
CUST100206,Stuvan Lal,48.0,Female,Ahmedabad,227876.51
CUST100207,Charvi Dayal,34.0,Other,Hyderabad,139026.3
CUST100208,Diya Bath,67.0,Male,Bangalore,
CUST100209,Saksham Thaker,47.0,Female,Ahmedabad,
CUST100210,Shalv Hayer,33.0,Male,Vadodara,149105.97
CUST100211,Tanya Sathe,60.0,Female,Pune,142859.26
CUST100212,Lakshay Ganesan,53.0,Female,Bangalore,245544.26
CUST100213,Raghav Zachariah,65.0,Male,Surat,196302.82
CUST100214,Sahil Sem,26.0,Female,Rajkot,210140.16
CUST100215,Taimur Kara,62.0,Male,Chennai,23691.19
CUST100216,Nitya Bahri,20.0,Female,Pune,108582.65
CUST100217,Saanvi Dhar,48.0,Other,Delhi,217602.55
CUST100218,Biju Thakkar,59.0,Female,Bangalore,189677.31
CUST100219,Kimaya D’Alia,39.0,Female,Pune,77679.36
CUST100220,Priyansh Sarna,64.0,Other,Rajkot,143186.48
CUST100221,Pihu Mannan,24.0,Female,Hyderabad,183650.78
CUST100222,Mannat Gole,62.0,Male,Delhi,159490.1
CUST100223,Sahil Bhasin,35.0,Other,Pune,203257.55
CUST100224,Nirvi Singhal,19.0,Other,Ahmedabad,44664.06
CUST100225,Dhanuk Bail,67.0,Other,Rajkot,174579.58
CUST100226,Misha Aggarwal,41.0,Other,Delhi,108538.0
CUST100227,Rohan Krishnan,33.0,Female,Bangalore,229682.49
CUST100228,Stuvan Kanda,34.0,Male,Mumbai,178085.45
CUST100229,Parinaaz Lalla,30.0,Male,Chennai,249356.66
CUST100230,Kavya Maharaj,60.0,Other,Mumbai,215070.08
CUST100231,Oorja Som,68.0,Male,Rajkot,70633.0
CUST100232,Raghav Bahri,19.0,Female,Pune,45496.24
CUST100233,Lagan Kant,22.0,Other,Pune,111536.85
CUST100234,Mohanlal Batra,,Female,Chennai,124470.8
CUST100235,Renee Rajagopal,40.0,Other,Rajkot,195428.68
CUST100236,Yashvi Choudhary,45.0,Male,Pune,50958.63
CUST100237,Aarush Walia,28.0,Male,Pune,225307.59
CUST100238,Kanav Vyas,34.0,Other,Mumbai,159390.65
CUST100239,Jayant Mahajan,50.0,Other,Hyderabad,
CUST100240,Stuvan Chand,,Male,Hyderabad,77194.14
CUST100241,Lakshit Dasgupta,,Other,,143210.71
CUST100242,Nishith Shan,48.0,Other,Chennai,32148.66
CUST100243,Anahita Srinivas,28.0,Female,Hyderabad,48762.14
CUST100244,Rhea Tripathi,64.0,Male,Pune,146988.04
CUST100245,Anahi Kashyap,33.0,Female,Surat,26892.24
CUST100246,Misha Behl,57.0,Male,Hyderabad,184465.18
CUST100247,Riya Rajagopalan,66.0,Other,Mumbai,131882.01
CUST100248,Zaina Sarna,43.0,Male,Delhi,26434.66
CUST100249,Prisha Balan,,Other,Mumbai,141122.33
CUST100250,Yuvraj  Sekhon,45.0,Other,Bangalore,100995.28
CUST100251,Neelofar Mandal,,Female,Surat,105791.97
CUST100252,Nirvi Korpal,66.0,Other,Surat,45235.9
CUST100253,Zaina Contractor,43.0,Female,Delhi,192416.82
CUST100254,Renee Sathe,56.0,Male,Rajkot,182694.08
CUST100255,Ojas Gill,51.0,Other,Hyderabad,89854.56
CUST100256,Kartik Grover,57.0,Other,Pune,
CUST100257,Kiaan Basu,37.0,Female,Surat,
CUST100258,Nirvaan Rajagopalan,37.0,Female,Hyderabad,150744.08
CUST100259,Suhana Mallick,55.0,Other,Bangalore,49727.29
CUST100260,Kiaan Kant,,Male,Chennai,88717.73
CUST100261,Sara Sha,44.0,Other,Ahmedabad,180857.18
CUST100262,Hrishita Atwal,31.0,Other,Bangalore,88731.86
CUST100263,Rati Chahal,47.0,Female,Mumbai,158368.0
CUST100264,Nakul Srinivas,33.0,Male,Mumbai,196225.95
CUST100265,Armaan Keer,62.0,Female,Mumbai,
CUST100266,Pihu Ahuja,61.0,Female,Rajkot,83256.37
CUST100267,Baiju Badal,63.0,Female,Chennai,65286.9
CUST100268,Vivaan Grover,35.0,Male,Hyderabad,71231.29
CUST100269,Vivaan Swamy,60.0,Male,Bangalore,92619.0
CUST100270,Kiaan Saini,24.0,Female,Chennai,127200.4
CUST100271,Zara Bose,66.0,Other,Surat,168290.2
CUST100272,Yashvi Deo,52.0,Male,Rajkot,234471.81
CUST100273,Vihaan Dasgupta,43.0,Other,Mumbai,221034.64
CUST100274,Aarna Bajwa,,Female,Pune,138214.86
CUST100275,Drishya Rout,50.0,Male,Chennai,167347.05
CUST100276,Nayantara Dass,18.0,Other,Vadodara,56241.3
CUST100277,Veer Sandal,70.0,Male,Surat,58423.58
CUST100278,Onkar Kapadia,48.0,Male,Vadodara,119982.85
CUST100279,Himmat Gulati,39.0,Other,,99494.74
CUST100280,Trisha Ramachandran,21.0,Male,Pune,231929.91
CUST100281,Divit Chand,62.0,Female,Vadodara,66495.22
CUST100282,Tushar Jaggi,48.0,Other,Pune,229507.27
CUST100283,Vritika Madan,69.0,Other,Surat,138494.06
CUST100284,Bhamini Chacko,63.0,Other,Pune,227178.72
CUST100285,Vivaan Walia,54.0,Female,Chennai,42316.41
CUST100286,Kimaya Varkey,,Other,Ahmedabad,121556.59
CUST100287,Emir Bora,44.0,Other,Mumbai,184970.82
CUST100288,Aaina Setty,34.0,Other,Bangalore,95964.28
CUST100289,Amira Balasubramanian,52.0,Male,Chennai,22457.69
CUST100290,Kashvi Grover,29.0,Other,Bangalore,102998.32
CUST100291,Aradhya Atwal,46.0,Other,Pune,46252.6
CUST100292,Manikya Salvi,25.0,Female,Vadodara,211183.08
CUST100293,Reyansh Trivedi,37.0,Other,Bangalore,208489.7
CUST100294,Yasmin Bobal,47.0,Male,Surat,22571.07
CUST100295,Kimaya Deol,57.0,Male,Ahmedabad,119913.65
CUST100296,Ivan Kale,33.0,Male,Ahmedabad,47931.86
CUST100297,Kanav Baral,,Other,Delhi,70672.45
CUST100298,Yakshit Comar,60.0,Female,Pune,237902.26
CUST100299,Nitya Karnik,58.0,Male,Bangalore,199664.08
CUST100300,Mehul Tara,62.0,Female,Pune,126276.92
CUST100301,Aradhya Chakrabarti,37.0,Male,Bangalore,145962.39
CUST100302,Vedika Kant,42.0,Female,Chennai,214076.35
CUST100303,Samiha Seshadri,52.0,Female,Hyderabad,24293.68
CUST100304,Hansh Chhabra,,Other,Vadodara,219326.36
CUST100305,Shamik Balakrishnan,37.0,Male,Surat,190516.62
CUST100306,Saanvi Hayre,,Female,Pune,90579.53
CUST100307,Vanya Choudhury,42.0,Female,Delhi,135511.89
CUST100308,Pranay Ahluwalia,47.0,Other,Delhi,229867.67
CUST100309,Chirag Sahni,38.0,Male,Ahmedabad,
CUST100310,Urvi Bhagat,55.0,Male,Bangalore,148900.54
CUST100311,Armaan Devan,49.0,Other,Chennai,242129.44
CUST100312,Pihu Hans,47.0,Female,Pune,129754.34
CUST100313,Saksham Chacko,59.0,Male,Ahmedabad,194619.63
CUST100314,Shaan Biswas,26.0,Male,Pune,122162.27
CUST100315,Eshani Batta,,Other,Ahmedabad,140069.93
CUST100316,Azad Uppal,18.0,Female,Mumbai,19028.51
CUST100317,Amira Dewan,69.0,Male,Vadodara,60104.03
CUST100318,Indrajit Rout,34.0,Female,Bangalore,122864.47
CUST100319,Madhup Chhabra,62.0,Male,Ahmedabad,36972.62
CUST100320,Inaaya  Joshi,42.0,Other,Rajkot,34431.24
CUST100321,Darshit Kalita,59.0,Male,Ahmedabad,
CUST100322,Ehsaan Karpe,48.0,Male,Mumbai,
CUST100323,Shamik Cherian,60.0,Female,Vadodara,152953.48
CUST100324,Devansh Kumar,22.0,Male,Bangalore,174103.22
CUST100325,Prerak Agate,39.0,Male,Surat,132686.32
CUST100326,Tarini Dayal,21.0,Male,Hyderabad,239391.72
CUST100327,Anya Kuruvilla,67.0,Other,Chennai,130291.81
CUST100328,Sahil Yadav,53.0,Other,Bangalore,
CUST100329,Ivan Sundaram,36.0,Male,Bangalore,182244.13
CUST100330,Gokul Soman,65.0,Male,Mumbai,119512.93
CUST100331,Diya Dhar,24.0,Female,Pune,135423.6
CUST100332,Ivana Mandal,19.0,Male,Delhi,217973.77
CUST100333,Drishya Wason,36.0,Male,Pune,227723.78
CUST100334,Shanaya Kata,54.0,Female,Mumbai,85765.85
CUST100335,Samar Majumdar,27.0,Female,Chennai,198926.66
CUST100336,Madhup Sule,34.0,Female,Vadodara,122597.48
CUST100337,Aarav Walia,37.0,Female,Bangalore,203957.97
CUST100338,Jayan Solanki,46.0,Other,Rajkot,
CUST100339,Vihaan Lall,62.0,Male,Delhi,83490.32
CUST100340,Vritika Virk,54.0,Female,Bangalore,
CUST100341,Yuvaan Contractor,,Male,Pune,21325.29
CUST100342,Aarush Arya,63.0,Female,Surat,207456.91
CUST100343,Amira Handa,61.0,Female,Rajkot,183080.55
CUST100344,Yuvraj  Sidhu,22.0,Female,Pune,134053.97
CUST100345,Anvi Boase,52.0,Female,Pune,154547.69
CUST100346,Biju Bedi,24.0,Female,Hyderabad,25409.72
CUST100347,Zeeshan Sampath,66.0,Female,Surat,75803.52
CUST100348,Urvi Gandhi,65.0,Other,Chennai,102918.1
CUST100349,Rania Hegde,,Male,Ahmedabad,128451.2
CUST100350,Kiara Suresh,44.0,Other,Mumbai,95620.67
CUST100351,Manikya Borah,51.0,Male,Chennai,89943.73
CUST100352,Manjari Chahal,20.0,Other,Rajkot,233531.77
CUST100353,Anvi Dutta,51.0,Female,Chennai,69486.05
CUST100354,Mamooty Kale,58.0,Other,Ahmedabad,188286.27
CUST100355,Dishani Bora,,Male,Vadodara,80411.04
CUST100356,Azad Rattan,54.0,Other,Delhi,61312.45
CUST100357,Kabir Krishnamurthy,34.0,Other,Bangalore,
CUST100358,Ojas Kara,25.0,Female,Mumbai,
CUST100359,Aniruddh Sen,23.0,Male,Rajkot,102726.93
CUST100360,Ishaan Brahmbhatt,50.0,Male,Bangalore,58652.12
CUST100361,Misha Boase,62.0,Female,Rajkot,88926.3
CUST100362,Kimaya Devi,57.0,Male,Vadodara,206575.75
CUST100363,Bhamini Bedi,50.0,Female,Chennai,129844.39
CUST100364,Zoya Sanghvi,54.0,Male,Mumbai,67838.2
CUST100365,Aayush Gola,28.0,Female,Surat,149587.8
CUST100366,Advika Kibe,67.0,Female,Ahmedabad,193600.97
CUST100367,Samaira Soman,52.0,Male,Vadodara,84961.6
CUST100368,Zoya Sodhi,46.0,Male,Surat,197273.44
CUST100369,Samar Ghosh,,Other,Bangalore,54005.68
CUST100370,Farhan Lal,68.0,Male,Pune,81054.98
CUST100371,Hazel Ramachandran,28.0,Female,Mumbai,238813.38
CUST100372,Shamik Dass,61.0,Female,Mumbai,218756.18
CUST100373,Adah Guha,62.0,Other,Vadodara,193946.29
CUST100374,Miraya Basak,49.0,Female,Bangalore,121218.05
CUST100375,Yasmin Dayal,43.0,Other,Delhi,121853.48
CUST100376,Vihaan Dhingra,,Male,Chennai,164187.53
CUST100377,Lakshay De,22.0,Female,Chennai,78106.16
CUST100378,Samaira Dave,39.0,Other,Delhi,225126.34
CUST100379,Amira Lad,20.0,Female,Rajkot,118702.2
CUST100380,Kavya Mangat,45.0,Male,Mumbai,52359.7
CUST100381,Zeeshan Bora,23.0,Female,Rajkot,27170.01
CUST100382,Sahil Jain,64.0,Male,Ahmedabad,65153.98
CUST100383,Yasmin Grewal,,Other,Ahmedabad,178465.32
CUST100384,Jivika Kapadia,45.0,Male,Surat,39252.36
CUST100385,Lakshit Deol,37.0,Male,Rajkot,
CUST100386,Hrishita Srivastava,,Female,Vadodara,162598.81
CUST100387,Vardaniya Magar,,Male,Surat,47903.09
CUST100388,Zara Barman,55.0,Female,Rajkot,73229.8
CUST100389,Nishith Raj,33.0,Other,Ahmedabad,214254.64
CUST100390,Darshit Hayre,31.0,Male,Mumbai,166849.9
CUST100391,Urvi Garg,49.0,Female,Surat,139147.33
CUST100392,Tejas Sunder,41.0,Other,Pune,175491.38
CUST100393,Amani Datta,67.0,Male,Vadodara,24359.31
CUST100394,Vritika Bhatti,68.0,Other,Bangalore,114540.18
CUST100395,Keya Lall,23.0,Male,Mumbai,33570.07
CUST100396,Samarth Shetty,69.0,Female,Surat,87889.83
CUST100397,Ela Bhargava,64.0,Male,Surat,
CUST100398,Kavya Srivastava,21.0,Other,Surat,17976.27
CUST100399,Indranil Gulati,62.0,Female,Mumbai,54236.29
CUST100400,Hridaan Rastogi,65.0,Male,Ahmedabad,93727.59
CUST100401,Ivan Rattan,35.0,Other,Surat,131594.68
CUST100402,Sara Yogi,41.0,Other,Rajkot,74952.28
CUST100403,Hunar Deshmukh,54.0,Other,Ahmedabad,72469.59
CUST100404,Biju Ramaswamy,41.0,Male,Ahmedabad,144923.23
CUST100405,Kanav Khalsa,32.0,Other,Surat,149310.95
CUST100406,Jayan Kar,50.0,Other,Bangalore,31197.71
CUST100407,Diya Dani,36.0,Other,Delhi,
CUST100408,Priyansh Dewan,68.0,Male,Hyderabad,243386.57
CUST100409,Shlok Krishna,64.0,Male,Bangalore,20618.91
CUST100410,Mannat Kadakia,40.0,Male,Bangalore,214516.41
CUST100411,Anaya Andra,24.0,Male,Ahmedabad,243551.42
CUST100412,Rasha Wason,63.0,Male,Pune,112068.35
CUST100413,Mehul Dhillon,47.0,Other,Bangalore,
CUST100414,Adah Arya,21.0,Male,Mumbai,214964.72
CUST100415,Gokul Loke,62.0,Female,Vadodara,
CUST100416,Emir Goel,24.0,Female,Bangalore,43373.13
CUST100417,Madhav Bhat,67.0,Female,Surat,36248.91
CUST100418,Indrajit Baria,,Female,Vadodara,242574.0
CUST100419,Zaina Deol,50.0,Female,Rajkot,22304.29
CUST100420,Heer Majumdar,46.0,Male,Surat,203915.74
CUST100421,Divij Khurana,25.0,Male,Bangalore,102476.34
CUST100422,Madhup Solanki,,Male,Surat,61471.33
CUST100423,Elakshi Bera,69.0,Female,Chennai,
CUST100424,Gokul Bhat,45.0,Female,Rajkot,98176.66
CUST100425,Zeeshan Sur,35.0,Male,Hyderabad,159989.63
CUST100426,Indranil Ghose,49.0,Female,Mumbai,105008.59
CUST100427,Ehsaan Rau,30.0,Other,Bangalore,198750.21
CUST100428,Fateh Ratta,48.0,Female,Pune,90577.04
CUST100429,Hrishita Ghosh,29.0,Male,Mumbai,28768.94
CUST100430,Darshit D’Alia,51.0,Male,Surat,73246.41
CUST100431,Kabir Apte,35.0,Other,Vadodara,150287.65
CUST100432,Ryan Gara,40.0,Other,Delhi,229785.3
CUST100433,Umang Krishnamurthy,63.0,Other,Vadodara,211623.76
